Ref,x,y,Connectivity,Point First Moment,Point Second Moment,Visual Entropy,Visual Integration [HH],Visual Integration [P-value],Visual Integration [Tekl],Visual Mean Depth,Visual Node Count,Visual Relativised Entropy
589872,1,6.72,39,5.7991133,1.112,1.8076805,3.10748,0.32622701,0.8092128,4.0567999,4332,2.9957604
589873,1,6.76,38,6.1722555,1.3552001,1.8137687,3.3671575,0.35348824,0.81611395,3.8210576,4332,2.8819435
589874,1,6.8,69,27.144375,17.591999,1.7262727,4.3337121,0.45495829,0.83860183,3.1918726,4332,2.6428428
589880,1,7.04,83,17.990992,4.8112001,1.8858806,3.5111315,0.36860281,0.81976122,3.7053797,4332,2.773139
589881,1,7.08,85,16.966961,4.2816,1.8735882,3.5039544,0.36784935,0.81958222,3.7109213,4332,2.7857828
589882,1,7.12,131,51.405739,33.8176,1.9524169,3.8549409,0.40469632,0.82801747,3.4640961,4332,2.5974343
589883,1,7.16,127,48.663898,31.766399,1.9490319,3.8502507,0.40420395,0.82790881,3.4670978,4332,2.6014287
589884,1,7.2,84,16.444794,4.0560002,1.8595443,3.4831877,0.36566922,0.81906265,3.7270839,4332,2.8056047
589885,1,7.24,77,15.48338,3.7423999,1.8573352,3.4914646,0.36653817,0.81927001,3.7206187,4332,2.8031924
589887,1,7.32,71,13.650023,3.1487999,2.1699402,2.1943636,0.23036693,0.78059751,5.3287926,4332,3.2184789
589888,1,7.36,71,12.374516,2.688,2.1699402,2.1943636,0.23036693,0.78059751,5.3287926,4332,3.2184789
589889,1,7.4,71,11.717723,2.4576001,2.1699402,2.1943636,0.23036693,0.78059751,5.3287926,4332,3.2184789
589890,1,7.44,71,11.717723,2.4576001,2.1699402,2.1943636,0.23036693,0.78059751,5.3287926,4332,3.2184789
589891,1,7.48,71,12.374516,2.688,2.1699402,2.1943636,0.23036693,0.78059751,5.3287926,4332,3.2184789
589892,1,7.52,74,14.837963,3.6256001,2.0221951,2.6160452,0.27463558,0.79479659,4.631032,4332,3.0744026
589894,1,7.6,72,14.669329,3.6896,1.9521456,3.0909038,0.32448679,0.80875701,4.0731931,4332,2.891412
589895,1,7.64,99,33.070095,17.879999,1.9965165,3.1218643,0.32773706,0.80960673,4.0427151,4332,2.8465443
589896,1,7.68,109,37.3717,20.3248,2.0014374,3.1256595,0.32813549,0.80971044,4.039021,4332,2.8426359
589897,1,7.72,92,25.653166,11.376,1.9950736,3.1209171,0.32763761,0.80958086,4.0436387,4332,2.847302
589898,1,7.76,76,16.4391,4.4688001,1.9684712,3.1027927,0.32573491,0.80908412,4.0614176,4332,2.8759017
655368,1.04,5.12,185,70.707703,36.068802,1.9852269,4.1932454,0.44021192,0.83559555,3.2652967,4332,2.4701626
655369,1.04,5.16,200,82.991837,52.3008,1.882112,4.6422849,0.48735264,0.8449477,3.0461788,4332,2.4346867
655370,1.04,5.2,203,87.04554,61.891201,1.8845484,4.6475291,0.48790321,0.84505266,3.0438697,4332,2.4314804
655371,1.04,5.24,191,71.526306,45.0224,1.878109,4.6401906,0.48713279,0.84490573,3.0471022,4332,2.4380414
655372,1.04,5.28,174,50.286263,20.8176,1.9751519,3.9550018,0.41520083,0.83031142,3.4017549,4332,2.5532017
655373,1.04,5.32,163,43.158165,15.6176,1.9043739,3.8262582,0.40168518,0.82735133,3.4825675,4332,2.6562717
655374,1.04,5.36,158,40.13126,13.1984,1.9406368,3.6715689,0.38544571,0.82368946,3.5871623,4332,2.6806135
655375,1.04,5.4,154,40.521576,13.8096,2.0072076,3.4911685,0.36650705,0.81926262,3.7208498,4332,2.6919241
655376,1.04,5.44,149,40.65221,13.8448,1.9906336,3.4758303,0.36489686,0.818878,3.732856,4332,2.709393
655377,1.04,5.48,149,45.182354,16.939199,1.9895707,3.4749496,0.36480439,0.81885588,3.7335489,4332,2.7105248
655379,1.04,5.56,213,104.11543,64.856003,1.7833289,4.6936598,0.49274606,0.84597206,3.023782,4332,2.5073407
655380,1.04,5.6,219,99.478401,58.495998,1.7949529,4.7103195,0.49449497,0.84630233,3.0166245,4332,2.4933903
655381,1.04,5.64,228,97.976906,54.903999,1.7832916,4.8709364,0.51135677,0.84944087,2.9501269,4332,2.4649951
655382,1.04,5.68,238,99.395859,54.068802,1.7892554,4.8796024,0.51226652,0.84960788,2.9466636,4332,2.4584653
655383,1.04,5.72,244,98.362595,51.804798,1.7853533,4.8720899,0.51147789,0.84946311,2.9496653,4332,2.4642637
655384,1.04,5.76,243,94.415054,48.214401,1.785289,4.8720899,0.51147789,0.84946311,2.9496653,4332,2.4642322
655385,1.04,5.8,249,96.081779,49.919998,1.7405144,5.0859103,0.533925,0.85351783,2.867698,4332,2.4530547
655386,1.04,5.84,251,94.582077,47.883202,1.7190187,5.0909452,0.53445357,0.85361171,2.8658509,4332,2.4709833
655387,1.04,5.88,263,103.27004,56.969601,1.7404412,5.2168307,0.54766917,0.85593545,2.8208265,4332,2.4246745
655388,1.04,5.92,278,114.54057,66.804802,1.7847458,5.3616486,0.56287229,0.85855544,2.7716463,4332,2.3557351
655389,1.04,5.96,422,479.3187,1093.4528,1.5141098,7.1960692,0.75545204,0.88775849,2.3200185,4332,2.2925167
655390,1.04,6,435,512.56006,1198.8096,1.516825,7.2175312,0.75770509,0.88806415,2.3160932,4332,2.2875121
655391,1.04,6.04,260,99.806122,52.195202,1.7341318,5.2367525,0.54976058,0.85629922,2.8138998,4332,2.4257071
655392,1.04,6.08,245,89.754799,44.1744,1.7438939,5.0602617,0.53123236,0.85303855,2.8771646,4332,2.4559281
655393,1.04,6.12,237,86.903336,43.299198,1.6974089,4.9458919,0.51922566,0.850878,2.9205725,4332,2.5235944
655394,1.04,6.16,230,85.214706,43.187199,1.6586695,4.8139396,0.50537318,0.84833646,2.9732163,4332,2.5908613
655395,1.04,6.2,226,87.20829,46.649601,1.7432346,4.4538193,0.46756729,0.84111255,3.1327639,4332,2.6084125
655396,1.04,6.24,224,91.479836,51.872002,1.740486,4.4427567,0.46640596,0.84088355,3.1380744,4332,2.6137276
655397,1.04,6.28,224,97.737518,59.113602,1.7409997,4.4432368,0.46645632,0.84089351,3.1378434,4332,2.613133
655398,1.04,6.32,221,102.05476,64.420799,1.7392042,4.4408388,0.46620458,0.8408438,3.138998,4332,2.6150451
655399,1.04,6.36,222,110.06548,73.523201,1.7394621,4.441318,0.46625489,0.84085375,3.138767,4332,2.6148021
655400,1.04,6.4,220,115.99121,80.251198,1.7389439,4.4403591,0.46615425,0.84083384,3.1392288,4332,2.6152902
655401,1.04,6.44,36,6.2744389,1.3408,1.7990742,3.106776,0.3261531,0.80919349,4.0574927,4332,3.0028424
655402,1.04,6.48,36,5.3756485,1.0064,1.7990742,3.106776,0.3261531,0.80919349,4.0574927,4332,3.0028424
655403,1.04,6.52,65,18.366755,8.4927998,1.7340903,4.2907729,0.45045048,0.83769107,3.2138073,4332,2.6476941
655404,1.04,6.56,57,14.743288,7.4591999,1.7049748,4.4586463,0.46807405,0.84121233,3.1304548,4332,2.6266398
655405,1.04,6.6,37,5.0503135,0.81279999,1.794627,3.1056035,0.32602999,0.80916131,4.0586472,4332,3.0073614
655406,1.04,6.64,31,4.4612322,0.74400002,1.7507802,3.0492091,0.32010964,0.80760199,4.1152158,4332,3.0701668
655408,1.04,6.72,18,2.0062213,0.2608,1.7667979,3.0855718,0.32392704,0.80861002,4.0785036,4332,3.0376933
655409,1.04,6.76,29,4.2443638,0.83520001,1.8091396,3.3652294,0.35328582,0.8160643,3.8226738,4332,2.8856678
655410,1.04,6.8,62,22.122965,12.3728,1.7164465,4.3200598,0.45352507,0.83831304,3.1987994,4332,2.6548374
655416,1.04,7.04,78,17.31529,4.7168002,1.9807634,3.3118603,0.34768307,0.81468046,3.8681598,4332,2.7685843
655417,1.04,7.08,82,16.922358,4.3968,1.8688498,3.4923539,0.36663151,0.81929231,3.7199261,4332,2.7938068
655418,1.04,7.12,134,51.703262,32.113602,1.9540193,3.8563862,0.40484807,0.82805091,3.4631724,4332,2.5959277
655419,1.04,7.16,129,48.897488,30.327999,1.9498188,3.8509715,0.40427962,0.8279255,3.4666359,4332,2.6007383
655420,1.04,7.2,83,17.000641,4.3712001,1.8597369,3.4932435,0.36672491,0.81931454,3.7192335,4332,2.8012207
655421,1.04,7.24,78,17.008938,4.5071998,1.8981072,3.5261788,0.37018248,0.82013559,3.6938353,4332,2.7562342
655423,1.04,7.32,71,14.932616,3.8399999,2.1699402,2.1943636,0.23036693,0.78059751,5.3287926,4332,3.2184789
655424,1.04,7.36,71,13.714247,3.3792,2.1699402,2.1943636,0.23036693,0.78059751,5.3287926,4332,3.2184789
655425,1.04,7.4,71,13.088058,3.1487999,2.1699402,2.1943636,0.23036693,0.78059751,5.3287926,4332,3.2184789
655426,1.04,7.44,71,13.088058,3.1487999,2.1699402,2.1943636,0.23036693,0.78059751,5.3287926,4332,3.2184789
655427,1.04,7.48,71,13.714247,3.3792,2.1699402,2.1943636,0.23036693,0.78059751,5.3287926,4332,3.2184789
655428,1.04,7.52,72,15.301398,3.9760001,2.1725335,2.1956518,0.23050217,0.78064406,5.3262525,4332,3.2166598
655430,1.04,7.6,69,14.367953,3.6784,1.9489195,3.0888152,0.32426754,0.80869943,4.0752711,4332,2.8945928
655431,1.04,7.64,101,33.710976,17.348801,1.9971479,3.1223383,0.32778683,0.80961967,4.0422535,4332,2.8461115
655432,1.04,7.68,111,38.165024,19.993601,2.0019951,3.1261344,0.32818535,0.80972338,4.0385594,4332,2.8422763
655433,1.04,7.72,89,23.107052,8.8240004,1.9939793,3.1202071,0.32756308,0.80956143,4.0443316,4332,2.8480978
655434,1.04,7.76,74,16.567806,4.6016002,1.9533161,3.0916007,0.32455996,0.8087762,4.0725007,4332,2.8905997
720904,1.08,5.12,201,85.265106,52.6576,1.9907279,4.199666,0.44088599,0.83573467,3.2618332,4332,2.4651783
720905,1.08,5.16,219,96.503235,64.750397,1.8905556,4.6517334,0.48834455,0.84513676,3.0420227,4332,2.4264264
720906,1.08,5.2,221,97.311829,68.9888,1.8930876,4.657526,0.4889527,0.84525251,3.0394828,4332,2.4229326
720907,1.08,5.24,208,80.383865,50.900799,1.8866013,4.6496301,0.48812377,0.84509468,3.0429461,4332,2.4295423
720908,1.08,5.28,186,54.491756,22.559999,1.9665147,4.2614388,0.44737095,0.83706474,3.2290463,4332,2.4665797
720909,1.08,5.32,175,46.611843,17.1024,1.9620363,4.2477984,0.445939,0.83677232,3.2362041,4332,2.4732914
720910,1.08,5.36,170,43.306866,14.6224,1.9442869,3.6758335,0.38589343,0.82379204,3.5841608,4332,2.6776397
720911,1.08,5.4,157,38.037258,11.4528,1.9926497,3.4781814,0.36514366,0.818937,3.731009,4332,2.7079587
720912,1.08,5.44,154,40.53104,13.4224,1.9919176,3.4772995,0.36505106,0.81891489,3.7317016,4332,2.7084727
720913,1.08,5.48,151,44.117947,15.9408,1.990088,3.4755368,0.36486602,0.8188706,3.7330871,4332,2.7101533
720915,1.08,5.56,217,103.57859,64.193604,1.794482,4.7097802,0.49443838,0.84629166,3.0168552,4332,2.4937632
720916,1.08,5.6,233,103.64909,60.2896,1.7821344,4.8680544,0.51105422,0.84938526,2.9512815,4332,2.4671381
720917,1.08,5.64,249,107.57411,60.627201,1.7890748,4.8778667,0.51208431,0.84957445,2.9473562,4332,2.4600055
720918,1.08,5.68,250,102.89072,55.972801,1.7884431,4.8767104,0.51196289,0.84955221,2.947818,4332,2.4609363
720919,1.08,5.72,247,96.681618,50.2416,1.7820445,4.8663268,0.51087284,0.84935194,2.9519742,4332,2.4688733
720920,1.08,5.76,246,91.196266,44.812801,1.7805945,4.8640256,0.51063126,0.84930748,2.9528978,4332,2.4706321
720921,1.08,5.8,239,83.17421,38.007999,1.7749704,4.8554149,0.5097273,0.84914112,2.9563611,4332,2.4770989
720922,1.08,5.84,246,84.507332,37.819199,1.7847823,4.8709364,0.51135677,0.84944087,2.9501269,4332,2.4652293
720923,1.08,5.88,255,88.889984,40.588799,1.7951902,4.8877187,0.51311857,0.84976411,2.9434311,4332,2.4527318
720924,1.08,5.92,271,100.64622,50.7808,1.8466181,5.0262589,0.52766269,0.85240018,2.8898637,4332,2.3761489
720925,1.08,5.96,420,464.32104,1053.4784,1.7237413,6.5897694,0.69180191,0.87881744,2.4414685,4332,2.198051
720926,1.08,6,438,502.4375,1162.8032,1.6295984,6.9119506,0.72562486,0.88364393,2.3742785,4332,2.2324872
720927,1.08,6.04,262,97.8004,51.7584,1.7386998,5.2128649,0.54725283,0.85586292,2.822212,4332,2.4270177
720928,1.08,6.08,249,89.923332,45.880001,1.7276877,5.1885395,0.54469907,0.85541707,2.830755,4332,2.4412124
720929,1.08,6.12,244,89.665329,46.944,1.7286032,5.2214656,0.54815573,0.85602015,2.8192103,4332,2.4328358
720930,1.08,6.16,240,90.501976,48.556801,1.7193831,5.2102242,0.54697555,0.85581458,2.8231356,4332,2.4432039
720931,1.08,6.2,236,90.68074,49.062401,1.7358716,5.0466056,0.52979875,0.85278255,2.8822443,4332,2.4654961
720932,1.08,6.24,229,91.16906,51.459202,1.683874,4.925168,0.51705009,0.85048234,2.928654,4332,2.5400136
720933,1.08,6.28,223,92.68647,54.448002,1.7404224,4.4504466,0.46721324,0.84104282,3.1343801,4332,2.6115067
720934,1.08,6.32,222,99.409882,61.992001,1.7379175,4.4398799,0.46610394,0.84082389,3.1394596,4332,2.6165888
720935,1.08,6.36,221,106.10816,69.472,1.7371458,4.4389219,0.46600336,0.84080404,3.1399214,4332,2.6174262
720936,1.08,6.4,220,113.45081,77.686401,1.7368884,4.4384432,0.46595308,0.84079409,3.1401525,4332,2.6176684
720940,1.08,6.56,71,20.965086,9.7296,1.7458683,4.3060422,0.45205352,0.83801574,3.2059569,4332,2.6335528
720946,1.08,6.8,58,19.021942,9.3984003,1.7035607,4.2858558,0.44993427,0.83758628,3.2163472,4332,2.6754563
720952,1.08,7.04,75,17.761301,5.1423998,1.9085153,3.210295,0.33702061,0.81199765,3.9589009,4332,2.8758173
720953,1.08,7.08,81,18.331873,5.2160001,1.8645434,3.4962122,0.36703655,0.81938881,3.7169244,4332,2.7959046
720954,1.08,7.12,139,52.725243,30.7488,1.9567862,3.8589184,0.40511388,0.82810956,3.4615562,4332,2.5933034
720955,1.08,7.16,133,49.985279,29.2656,1.9513521,3.8524139,0.40443105,0.82795894,3.4657123,4332,2.5993974
720956,1.08,7.2,79,17.34952,4.7792001,1.8707421,3.5024629,0.36769277,0.81954497,3.7120757,4332,2.7879555
720957,1.08,7.24,73,17.017426,4.848,2.1241338,2.822443,0.29630345,0.80109215,4.3655043,4332,2.8758783
720959,1.08,7.32,71,16.617079,4.7616,2.1699402,2.1943636,0.23036693,0.78059751,5.3287926,4332,3.2184789
720960,1.08,7.36,71,15.479453,4.3007998,2.1699402,2.1943636,0.23036693,0.78059751,5.3287926,4332,3.2184789
720961,1.08,7.4,71,14.896123,4.0704002,2.1699402,2.1943636,0.23036693,0.78059751,5.3287926,4332,3.2184789
720962,1.08,7.44,71,14.896123,4.0704002,2.1699402,2.1943636,0.23036693,0.78059751,5.3287926,4332,3.2184789
720963,1.08,7.48,71,15.479453,4.3007998,2.1699402,2.1943636,0.23036693,0.78059751,5.3287926,4332,3.2184789
720964,1.08,7.52,71,16.617079,4.7616,2.1699402,2.1943636,0.23036693,0.78059751,5.3287926,4332,3.2184789
720966,1.08,7.6,64,14.093885,3.8624001,1.9461211,3.0871925,0.32409719,0.80865473,4.0768876,4332,2.8968682
720967,1.08,7.64,104,34.644493,16.924801,1.9980607,3.1230493,0.32786146,0.8096391,4.0415606,4332,2.8454967
720968,1.08,7.68,117,39.738735,19.649599,2.0035646,3.1275604,0.32833505,0.80976236,4.0371737,4332,2.8413005
720969,1.08,7.72,81,18.180265,5.0896001,1.9558381,3.0932276,0.32473075,0.80882102,4.0708842,4332,2.8887899
720970,1.08,7.76,71,17.073963,5.1023998,1.8720562,3.3901877,0.35590598,0.81670552,3.8018932,4332,2.8286033
786440,1.12,5.12,222,105.24494,74.950401,1.9972906,4.2078276,0.44174278,0.83591127,3.2574463,4332,2.4594066
786441,1.12,5.16,240,115.82227,85.521599,1.8990949,4.6622767,0.48945141,0.84534734,3.0374048,4332,2.4180706
786442,1.12,5.2,253,123.48015,94.019203,1.9059179,4.6739297,0.49067476,0.84557968,3.032325,4332,2.410321
786443,1.12,5.24,241,108.07349,77.270401,1.9008975,4.6670365,0.48995113,0.8454423,3.0353267,4332,2.4153888
786444,1.12,5.28,224,83.020248,47.596802,1.9798688,4.2782788,0.44913885,0.8374247,3.2202725,4332,2.4541397
786445,1.12,5.32,215,73.595093,38.5728,1.9757849,4.2618799,0.44741729,0.83707416,3.2288156,4332,2.4614024
786446,1.12,5.36,203,62.694839,28.452801,1.9870436,4.1958113,0.44048131,0.83565116,3.2639112,4332,2.4696648
786447,1.12,5.4,186,50.151707,17.6096,1.9590812,4.1660686,0.43735892,0.83500487,3.2800739,4332,2.5006824
786448,1.12,5.44,170,43.757755,13.9776,1.9954971,3.4820085,0.36554542,0.81903309,3.7280073,4332,2.706054
786449,1.12,5.48,152,41.806175,14.0688,1.9907004,3.476124,0.36492768,0.81888539,3.7326252,4332,2.7095907
786451,1.12,5.56,242,113.68269,70.447998,1.7935706,4.8865576,0.51299667,0.84974182,2.943893,4332,2.45331
786452,1.12,5.6,262,117.61987,69.388802,1.8019519,4.898777,0.51427948,0.84997666,2.939044,4332,2.444695
786453,1.12,5.64,258,109.08047,61.127998,1.7925925,4.8830776,0.51263136,0.84967482,2.9452782,4332,2.4564335
786454,1.12,5.68,253,101.17253,54.131199,1.7899673,4.879024,0.51220578,0.84959674,2.9468944,4332,2.4592927
786455,1.12,5.72,246,92.258011,46.4496,1.7847823,4.8709364,0.51135677,0.84944087,2.9501269,4332,2.4652293
786456,1.12,5.76,244,87.631058,42.244801,1.7836331,4.8692069,0.51117522,0.84940749,2.9508197,4332,2.4664907
786457,1.12,5.8,244,84.167381,38.785599,1.7836331,4.8692069,0.51117522,0.84940749,2.9508197,4332,2.4664907
786458,1.12,5.84,247,82.466782,36.235199,1.7862175,4.8732443,0.51159906,0.8494854,2.9492035,4332,2.463484
786459,1.12,5.88,253,84.713264,37.368,1.7909988,4.8807602,0.51238811,0.84963018,2.9462018,4332,2.4579558
786460,1.12,5.92,273,96.743423,45.743999,1.8345243,4.9975619,0.52465004,0.85185885,2.9007158,4332,2.3934946
786461,1.12,5.96,426,458.5546,1023.6816,1.7263459,6.6024599,0.69313419,0.87901098,2.4386978,4332,2.1940455
786462,1.12,6,442,494.19498,1128.5728,1.7343838,6.620523,0.69503045,0.87928593,2.4347725,4332,2.1847343
786463,1.12,6.04,258,88.356987,40.793598,1.7939706,4.885397,0.51287484,0.84971946,2.9443545,4332,2.4546475
786464,1.12,6.08,246,82.552757,37.849602,1.7882115,4.8767104,0.51196289,0.84955221,2.947818,4332,2.4607847
786465,1.12,6.12,241,82.612152,39.492802,1.785151,4.8720899,0.51147789,0.84946311,2.9496653,4332,2.4641786
786466,1.12,6.16,239,86.160301,44.464001,1.7255243,5.0577736,0.53097111,0.85299194,2.8780882,4332,2.4720476
786467,1.12,6.2,244,95.288597,54.080002,1.7204967,5.1767874,0.54346538,0.85520107,2.8349111,4332,2.4498446
786468,1.12,6.24,242,98.977119,58.5168,1.7208325,5.2023177,0.54614556,0.8556698,2.8259063,4332,2.443783
786469,1.12,6.28,243,104.77968,64.435204,1.7275773,5.2300954,0.54906166,0.85617775,2.8162088,4332,2.4318027
786470,1.12,6.32,241,109.4513,69.924797,1.717061,5.2036338,0.54628372,0.85569394,2.8254445,4332,2.4467812
786471,1.12,6.36,228,109.72643,73.9328,1.7416893,4.4528551,0.46746609,0.84109265,3.1332257,4332,2.6103125
786472,1.12,6.4,225,117.03373,82.486397,1.7381533,4.4408388,0.46620458,0.8408438,3.138998,4332,2.6164792
786476,1.12,6.56,62,18.218618,7.9503999,1.7423304,4.3028898,0.45172253,0.8379488,3.2075734,4332,2.6371896
786477,1.12,6.6,20,5.7555542,2.3664,1.5835453,4.2129984,0.44228563,0.83602303,3.2546756,4332,2.7998574
786481,1.12,6.76,26,9.8878822,7.0176001,1.6463573,4.4688168,0.46914178,0.84142232,3.1256061,4332,2.6745477
786482,1.12,6.8,52,15.839282,7.1055999,1.6967025,4.2809501,0.44941926,0.83748168,3.2188871,4332,2.6825371
786488,1.12,7.04,71,18.672298,5.9136,2.0931437,2.8034022,0.29430455,0.80052692,4.3883629,4332,2.9048219
786489,1.12,7.08,72,17.730001,5.4608002,2.0937853,2.8037844,0.29434466,0.8005383,4.3879013,4332,2.9043379
786490,1.12,7.12,146,54.847942,30.200001,1.9597123,3.8618162,0.40541813,0.82817656,3.4597092,4332,2.590662
786491,1.12,7.16,138,51.301807,28.3536,1.9550375,3.8581946,0.40503791,0.82809281,3.462018,4332,2.5949037
786492,1.12,7.2,72,17.730001,5.4608002,2.1130924,2.814141,0.29543191,0.80084604,4.375433,4332,2.8855553
786493,1.12,7.24,71,18.672298,5.9136,2.0931437,2.8034022,0.29430455,0.80052692,4.3883629,4332,2.9048219
786495,1.12,7.32,71,18.672298,5.9136,2.1699402,2.1943636,0.23036693,0.78059751,5.3287926,4332,3.2184789
786496,1.12,7.36,71,17.640558,5.4527998,2.1699402,2.1943636,0.23036693,0.78059751,5.3287926,4332,3.2184789
786497,1.12,7.4,71,17.111734,5.2224002,2.1699402,2.1943636,0.23036693,0.78059751,5.3287926,4332,3.2184789
786498,1.12,7.44,71,17.111734,5.2224002,2.1699402,2.1943636,0.23036693,0.78059751,5.3287926,4332,3.2184789
786499,1.12,7.48,71,17.640558,5.4527998,2.1699402,2.1943636,0.23036693,0.78059751,5.3287926,4332,3.2184789
786500,1.12,7.52,71,18.672298,5.9136,2.1699402,2.1943636,0.23036693,0.78059751,5.3287926,4332,3.2184789
786502,1.12,7.6,59,14.904503,4.6240001,2.0103705,2.6142168,0.27444363,0.79473907,4.6335721,4332,3.0820446
786503,1.12,7.64,96,29.163681,12.432,1.9949052,3.1206803,0.32761279,0.80957437,4.04387,4332,2.8478501
786504,1.12,7.68,126,42.3022,19.742399,2.0059779,3.1299398,0.32858485,0.80982727,4.0348649,4332,2.8397796
786505,1.12,7.72,79,20.070566,6.2848001,1.8823544,3.4135354,0.35835704,0.81730205,3.7827291,4332,2.8114164
786506,1.12,7.76,60,15.316328,4.7936001,2.010659,2.6143827,0.27446106,0.79474431,4.6333408,4332,3.0819008
851976,1.16,5.12,247,137.85081,120.576,1.8156265,4.9269376,0.51723582,0.8505162,2.9279611,4332,2.4246247
851977,1.16,5.16,270,151.72148,132.2672,1.8170071,5.226109,0.54864317,0.85610497,2.8175941,4332,2.3570366
851978,1.16,5.2,292,165.85542,144.75681,1.8287321,5.2454329,0.55067182,0.85645735,2.8108981,4332,2.3440232
851979,1.16,5.24,287,154.61871,129.496,1.8262461,5.2414231,0.55025089,0.85638434,2.8122835,4332,2.3467348
851980,1.16,5.28,276,134.90776,104.0944,1.7792377,5.0404224,0.52914959,0.8526665,2.8845532,4332,2.432302
851981,1.16,5.32,274,129.03339,95.625603,1.7936039,4.9927096,0.52414066,0.85176706,2.9025629,4332,2.4304416
851982,1.16,5.36,281,130.14626,92.582397,1.8100077,4.911644,0.51563025,0.85022348,2.9339645,4332,2.4361949
851983,1.16,5.4,293,133.61781,90.351997,1.8141652,4.9186907,0.51637006,0.85035843,2.9311938,4332,2.4319465
851984,1.16,5.44,308,140.19199,90.9888,1.8190489,4.9275279,0.5172978,0.85052747,2.9277303,4332,2.426944
851985,1.16,5.48,338,153.3654,94.945602,1.8270805,4.944109,0.5190385,0.85084403,2.9212654,4332,2.4188662
851986,1.16,5.52,323,145.52142,87.147202,1.8228768,4.9352121,0.51810449,0.85067427,2.9247286,4332,2.4231999
851987,1.16,5.56,291,130.96355,77.620796,1.8096626,4.9110575,0.51556873,0.85021228,2.9341953,4332,2.4376016
851988,1.16,5.6,270,117.02744,67.513603,1.7981184,4.8917871,0.51354569,0.84984237,2.9418149,4332,2.4505253
851989,1.16,5.64,256,105.24823,58.243198,1.7900921,4.879024,0.51220578,0.84959674,2.9468944,4332,2.4594553
851990,1.16,5.68,251,98.281158,52.102402,1.7888379,4.8772883,0.51202363,0.8495633,2.9475873,4332,2.4605358
851991,1.16,5.72,247,92.117355,46.6432,1.7872483,4.8749766,0.51178092,0.84951878,2.9485106,4332,2.4621487
851992,1.16,5.76,246,87.953003,42.596802,1.7868464,4.8743992,0.5117203,0.84950763,2.9487417,4332,2.4625561
851993,1.16,5.8,245,84.261154,39.119999,1.7867845,4.8743992,0.5117203,0.84950763,2.9487417,4332,2.4625223
851994,1.16,5.84,244,81.195435,36.302399,1.7850103,4.8715134,0.51141733,0.84945202,2.9498961,4332,2.4647081
